Date,Close,High,Low,Open,Return,MA_50,Range_Pct,ATR_14,Volatility_5d,Volatility_20d,Vol_Ratio,Return_20d,Lag_1,Lag_2,Lag_3,Lag_5,Target,Return_Unscaled,Close_Unscaled
2021-03-05,0.893943376853306,0.8850921206137041,0.8815939936960375,0.8943328190842288,0.3135249180734214,1.0,0.20155250245344491,0.3370481505246377,0.27771545633573413,0.2302896388936096,0.5094478202810335,0.4055683734213962,0.42226918744996844,0.5780521914304845,0.41407413997052084,0.4760860980459696,-0.0035180865848333243,-0.006881411661313397,1.1967735290527344
2021-03-08,0.8780726291500685,0.8710694703704496,0.8630404729732599,0.8777621041401624,0.404929342032425,0.9975258620610505,0.25005610619564667,0.36437088681826285,0.25438382925936487,0.18858809401220278,0.5167073781112606,0.3288077857360962,0.3135249180734214,0.42226918744996844,0.5780521914304845,0.3421768445673724,-0.006198454709617107,-0.0035180865848333243,1.1925631761550903
2021-03-09,0.8502086127755941,0.864838966515804,0.8584788698242645,0.8503773282205018,0.33208550479610843,0.9942348388776123,0.23750116211078376,0.35379961633311313,0.2836438340826274,0.21971786806262977,0.5330480342901108,0.2801731208893048,0.404929342032425,0.3135249180734214,0.42226918744996844,0.41407413997052084,0.0038977317898649666,-0.006198454709617107,1.185171127319336
2021-03-10,0.867621544745588,0.8683299399052231,0.8711389454780556,0.867226663419093,0.606467579137145,0.9910915688972288,0.14678055497717452,0.36440401867310696,0.31999384219445465,0.20090737111268547,0.6272281278075613,0.2684393926841423,0.33208550479610843,0.404929342032425,0.3135249180734214,0.5780521914304845,0.002366169783703187,0.0038977317898649666,1.1897906064987185
2021-03-11,0.878233498021717,0.8886253253708842,0.8887515296904245,0.8788343427325729,0.564844619789658,0.9877819182564052,0.16650590144338123,0.3521452323813001,0.37691991895841465,0.21093193501845658,0.7196347027493174,0.2850056097792135,0.606467579137145,0.33208550479610843,0.404929342032425,0.42226918744996844,0.00503413381222062,0.002366169783703187,1.1926058530807495
2021-03-12,0.9008643331693191,0.8934920314687966,0.8863102652340005,0.8992527135141164,0.6373513533419192,0.9860628730616661,0.23416757483047046,0.36241684364598487,0.3744131094834324,0.24179326126684336,0.6671897818012374,0.3156529439754463,0.564844619789658,0.606467579137145,0.33208550479610843,0.3135249180734214,-0.0030114376748069382,0.00503413381222062,1.1986095905303955
2021-03-15,0.8872583315920846,0.8838793459003789,0.8867876423077328,0.8877546847524171,0.41869843979055343,0.9834007508332308,0.14062033794709566,0.37589046461535686,0.36631041548812465,0.24721418911165677,0.6452230985738525,0.29918617233466044,0.6373513533419192,0.564844619789658,0.606467579137145,0.404929342032425,-0.0020273558871979347,-0.0030114376748069382,1.1950000524520874
2021-03-16,0.8781261023224882,0.8790879218058683,0.8765189093248771,0.8787808656192042,0.445442636940561,0.9805161650499947,0.19516481557053394,0.37951877085235625,0.26112828604196225,0.2461984658642185,0.4623225080774711,0.27819484217644996,0.41869843979055343,0.6373513533419192,0.564844619789658,0.33208550479610843,-0.002023177780549945,-0.0020273558871979347,1.1925773620605469
2021-03-17,0.8690311694672674,0.865610148014059,0.8777335241950168,0.8692655345396996,0.4455561845230024,0.9769870375798346,0.05748628817134689,0.34785355278400937,0.25115832646134184,0.2417289629390274,0.4494042862984057,0.2873798439416714,0.445442636940561,0.41869843979055343,0.6373513533419192,0.606467579137145,0.006818129005479179,-0.002023177780549945,1.190164566040039
2021-03-18,0.8996191721544067,0.8937192545888166,0.8861511395427564,0.8988734304579578,0.6858346397556391,0.9738148079716522,0.23789085229675178,0.3469958058753034,0.34756577298474756,0.2832478863334182,0.5675668561920016,0.3646217882088408,0.4455561845230024,0.445442636940561,0.41869843979055343,0.564844619789658,-0.005387043935496605,0.006818129005479179,1.1982792615890503
