Date,open,high,low,close,volume,Daily_Return,Year,month,dayofweek
2022-12-13,1.0541739463806152,1.066894292831421,1.0529308319091797,1.0541739463806152,0,0.18552850472817184,2022,12,1
2022-12-14,1.062665343284607,1.0669853687286377,1.0620108842849731,1.062665343284607,0,0.805502444178785,2022,12,2
2022-12-15,1.0676347017288208,1.0725586414337158,1.0607378482818604,1.0676347017288208,0,0.46763155264422096,2022,12,3
2022-12-16,1.064056158065796,1.0663254261016846,1.0599396228790283,1.064056158065796,0,-0.33518427765883985,2022,12,4
2022-12-19,1.05850350856781,1.0659003257751465,1.0577198266983032,1.05850350856781,0,-0.5218380116402188,2022,12,0
2022-12-20,1.0614584684371948,1.065552830696106,1.058066725730896,1.0614584684371948,0,0.27916391825502096,2022,12,1
2022-12-21,1.062699317932129,1.0643506050109863,1.059703707695007,1.062699317932129,0,0.11690042821561608,2022,12,2
2022-12-22,1.0610079765319824,1.065745830535889,1.05840265750885,1.0610079765319824,0,-0.15915521649506603,2022,12,3
2022-12-23,1.060333013534546,1.063117265701294,1.0587948560714722,1.060333013534546,0,-0.06361526137086404,2022,12,4
2022-12-26,1.0667804479599,1.0637166500091553,1.060895323753357,1.0667804479599,0,0.6080575010922296,2022,12,0
2022-12-27,1.064022183418274,1.0668998956680298,1.0612443685531616,1.064022183418274,0,-0.25855972022179596,2022,12,1
2022-12-28,1.0637166500091553,1.067429542541504,1.0613908767700195,1.0637166500091553,0,-0.028714947289643078,2022,12,2
2022-12-29,1.062925100326538,1.0670194625854492,1.0612331628799438,1.062925100326538,0,-0.07441358397561881,2022,12,3
2022-12-30,1.066075325012207,1.0697933435440063,1.0639203786849976,1.066075325012207,0,0.2963731578736084,2022,12,4
2023-01-02,1.0709733963012695,1.071237325668335,1.0653257369995115,1.0709733963012695,0,0.4594488939143604,2023,1,0
2023-01-03,1.0677714347839355,1.068261981010437,1.052155375480652,1.0677714347839355,0,-0.29897675594858786,2023,1,1
2023-01-04,1.0546854734420776,1.063151240348816,1.0545964241027832,1.0546854734420776,0,-1.2255395598315344,2023,1,2
2023-01-05,1.0606365203857422,1.06326425075531,1.0515578985214231,1.0606365203857422,0,0.5642484981084106,2023,1,3
2023-01-06,1.0522217750549316,1.062225103378296,1.0485258102416992,1.0522217750549316,0,-0.7933674891517195,2023,1,4
2023-01-09,1.0656323432922363,1.0759514570236206,1.0652804374694824,1.0656323432922363,0,1.2745001629152375,2023,1,0
2023-01-10,1.073318362236023,1.0756852626800537,1.0713175535202026,1.073318362236023,0,0.7212636696105612,2023,1,1
2023-01-11,1.0738946199417114,1.077470064163208,1.0726851224899292,1.0738946199417114,0,0.05368935499137084,2023,1,2
2023-01-12,1.0766000747680664,1.0838346481323242,1.073802471160889,1.0766000747680664,0,0.25192926532231485,2023,1,3
2023-01-13,1.0860239267349243,1.0867793560028076,1.0780625343322754,1.0860239267349243,0,0.8753345079312025,2023,1,4
2023-01-16,1.082461953163147,1.0875475406646729,1.080263614654541,1.082461953163147,0,-0.32798297386377184,2023,1,0
2023-01-17,1.083012938499451,1.086909294128418,1.078702092170715,1.083012938499451,0,0.05090112725845142,2023,1,1
2023-01-18,1.0793308019638062,1.0884472131729126,1.0767043828964231,1.0793308019638062,0,-0.3399900781191456,2023,1,2
2023-01-19,1.0797853469848633,1.0833063125610352,1.0782949924468994,1.0797853469848633,0,0.042113596705495304,2023,1,3
2023-01-20,1.083388328552246,1.0856584310531616,1.0804619789123535,1.083388328552246,0,0.33367572336886475,2023,1,4
2023-01-23,1.0864723920822144,1.0919533967971802,1.0847516059875488,1.086507797241211,0,0.28793633886876613,2023,1,0
2023-01-24,1.0874292850494385,1.089680790901184,1.0839285850524902,1.0874292850494385,0,0.08481189095626007,2023,1,1
2023-01-25,1.088814616203308,1.0922634601593018,1.0858116149902344,1.088814616203308,0,0.12739505666399253,2023,1,2
2023-01-26,1.0922038555145264,1.0932546854019165,1.0851635932922363,1.0922038555145264,0,0.311277903582563,2023,1,3
2023-01-27,1.0894432067871094,1.0901559591293335,1.0838816165924072,1.0894432067871094,0,-0.25275947466020243,2023,1,4
2023-01-30,1.0871455669403076,1.0915005207061768,1.0854581594467163,1.0871455669403076,0,-0.21090037851332344,2023,1,0
2023-01-31,1.0850694179534912,1.0868383646011353,1.0804152488708496,1.0850694179534912,0,-0.19097249254850235,2023,1,1
2023-02-01,1.0860947370529177,1.092442512512207,1.085293173789978,1.0860947370529177,0,0.09449341051011029,2023,2,2
2023-02-02,1.1012852191925049,1.102657437324524,1.088767170906067,1.1012852191925049,0,1.3986332519026812,2023,2,3
2023-02-03,1.09051251411438,1.094067931175232,1.0811045169830322,1.09051251411438,0,-0.9781939220090186,2023,2,4
2023-02-06,1.079086184501648,1.0800302028656006,1.0718343257904053,1.079086184501648,0,-1.0477944512183424,2023,2,0
2023-02-07,1.0730764865875244,1.0745997428894043,1.0669511556625366,1.0730764865875244,0,-0.5569247387685716,2023,2,1
2023-02-08,1.0729728937149048,1.0760208368301392,1.071684956550598,1.0729728937149048,0,-0.009653820013244552,2023,2,2
2023-02-09,1.0715816020965576,1.0790396928787231,1.0711569786071775,1.0715816020965576,0,-0.12966698660300535,2023,2,3
2023-02-10,1.0742292404174805,1.0751763582229614,1.0669283866882324,1.0742292404174805,0,0.2470776201964231,2023,2,4
2023-02-13,1.0677714347839355,1.0725010633468628,1.065723180770874,1.0677714347839355,0,-0.601157126484031,2023,2,0
2023-02-14,1.073041915893555,1.0798436403274536,1.0709964036941528,1.073041915893555,0,0.4935963763336604,2023,2,1
2023-02-15,1.0735719203948977,1.0744600296020508,1.066598415374756,1.0735719203948977,0,0.0493927118309756,2023,2,2
2023-02-16,1.0691757202148438,1.0722250938415527,1.0655754804611206,1.0691757202148438,0,-0.4094928431470968,2023,2,3
2023-02-17,1.0665756464004517,1.0681477785110474,1.0613795518875122,1.0665756464004517,0,-0.24318489142922672,2023,2,4
2023-02-20,1.0684444904327393,1.070549249649048,1.0671560764312744,1.0684444904327393,0,0.17521907973379047,2023,2,0
2023-02-21,1.068261981010437,1.0695644617080688,1.0644866228103638,1.068261981010437,0,-0.017081787957773376,2023,2,1
2023-02-22,1.065200924873352,1.0665528774261477,1.061909317970276,1.065200924873352,0,-0.2865454534092482,2023,2,2
2023-02-23,1.0605803728103638,1.0630381107330322,1.0582010746002195,1.0605803728103638,0,-0.43377281741824314,2023,2,3
2023-02-24,1.0598047971725464,1.0614246129989624,1.053774118423462,1.0598047971725464,0,-0.07312747413590337,2023,2,4
2023-02-27,1.055475831031799,1.0618642568588257,1.0533522367477417,1.055475831031799,0,-0.4084682530496653,2023,2,0
2023-02-28,1.0611205101013184,1.0645002126693726,1.058234691619873,1.0611205101013184,0,0.5347994623430941,2023,2,1
2023-03-01,1.0577309131622314,1.0691070556640625,1.056568622589111,1.0577309131622314,0,-0.31943562553166105,2023,3,2
2023-03-02,1.066894292831421,1.067270040512085,1.0583466291427612,1.066894292831421,0,0.8663242754052058,2023,3,3
2023-03-03,1.0599732398986816,1.062925100326538,1.0591312646865845,1.0599732398986816,0,-0.6487102779762277,2023,3,4
2023-03-06,1.0626201629638672,1.0693814754486084,1.062304139137268,1.0626201629638672,0,0.2497160273063681,2023,3,0
2023-03-07,1.0688328742980957,1.06963312625885,1.0571606159210205,1.0688328742980957,0,0.5846596508106927,2023,3,1
2023-03-08,1.05507493019104,1.0573283433914185,1.0526647567749023,1.05507493019104,0,-1.2871932027811672,2023,3,2
2023-03-09,1.0549525022506714,1.0586491823196411,1.053851842880249,1.0549525022506714,0,-0.011603719969588422,2023,3,3
2023-03-10,1.0584698915481567,1.0698620080947876,1.0575743913650513,1.0584698915481567,0,0.33341684009291495,2023,3,4
2023-03-13,1.0683646202087402,1.0737217664718628,1.0652350187301636,1.0683646202087402,0,0.9348143711590318,2023,3,0
2023-03-14,1.0725010633468628,1.0747140645980835,1.0679652690887451,1.0725010633468628,0,0.3871752264984485,2023,3,1
2023-03-15,1.0727657079696655,1.0760092735290527,1.052033543586731,1.0727657079696655,0,0.024675464840751005,2023,3,2
2023-03-16,1.0583354234695437,1.063456416130066,1.0555092096328735,1.0583354234695437,0,-1.345147816798964,2023,3,3
2023-03-17,1.0614134073257446,1.0669625997543335,1.0612106323242188,1.0614134073257446,0,0.2908325458965022,2023,3,4
2023-03-20,1.0678855180740356,1.0730534791946411,1.0632416009902954,1.0678855180740356,0,0.6097634252235196,2023,3,0
2023-03-21,1.071914792060852,1.0787253379821775,1.070491909980774,1.071914792060852,0,0.3773132904811183,2023,3,1
2023-03-22,1.0774236917495728,1.0801469087600708,1.0759514570236206,1.0774236917495728,0,0.5139307461304199,2023,3,2
2023-03-23,1.0870392322540283,1.0928997993469238,1.0868619680404663,1.0870392322540283,0,0.8924567538366901,2023,3,3
2023-03-24,1.0835057497024536,1.0839003324508667,1.0718917846679688,1.0835057497024536,0,-0.325055660065543,2023,3,4
2023-03-27,1.077818512916565,1.0795999765396118,1.074806571006775,1.077818512916565,0,-0.5248921648501104,2023,3,0
2023-03-28,1.0807071924209597,1.08489990234375,1.0804035663604736,1.0807071924209597,0,0.2680116800534371,2023,3,1
2023-03-29,1.0839520692825315,1.0871999263763428,1.0821340084075928,1.0839520692825315,0,0.3002549519729447,2023,3,2
2023-03-30,1.0843634605407717,1.0923947095870972,1.0826963186264038,1.0843634605407717,0,0.037952901230453584,2023,3,3
2023-03-31,1.0904649496078491,1.0925856828689575,1.086059331893921,1.0904649496078491,0,0.5626793311566125,2023,3,4
2023-04-03,1.080333590507507,1.0915720462799072,1.078934907913208,1.080333590507507,0,-0.9290861759459035,2023,4,0
2023-04-04,1.091226577758789,1.0971648693084717,1.088387966156006,1.091226577758789,0,1.0082984873371226,2023,4,1
2023-04-05,1.0960105657577517,1.0969241857528689,1.0905362367630005,1.0960105657577517,0,0.4384046445045531,2023,4,2
2023-04-06,1.090334177017212,1.0930156707763672,1.0885539054870603,1.090334177017212,0,-0.5179136878680768,2023,4,3
2023-04-07,1.0920130014419556,1.0925379991531372,1.0881037712097168,1.0920130014419556,0,0.15397338358560386,2023,4,4
2023-04-10,1.0913575887680054,1.0918222665786743,1.0832475423812866,1.0913575887680054,0,-0.06001876104815285,2023,4,0
2023-04-11,1.086932897567749,1.0926692485809326,1.086802959442139,1.086932897567749,0,-0.4054300117389831,2023,4,1
2023-04-12,1.0917507410049438,1.099855899810791,1.091524362564087,1.0917507410049438,0,0.44325122994950394,2023,4,2
