Date,open,high,low,close,Daily_Return,Year,month,dayofweek,lag_1,lag_2,lag_3,lag_5,lag_7,lag_10,lag_14,lag_20,sma_5,std_5,sma_10,std_10,sma_20,std_20,sma_50,std_50,rolling_min_20,rolling_max_20,return_1d,return_5d,return_20d,volatility_5d,volatility_20d,rsi_simple,ema_12,ema_26,macd_signal,day_of_week,day_of_month,week_of_year,is_monday,is_month_end,target
2022-12-13,1.0541739463806152,1.066894292831421,1.0529308319091797,1.0541739463806152,0.1855285047281718,2022,12,1,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0614067316055298,0.005199352409198735,1.0619312882423402,0.003905034142990136,1.0623986542224884,0.0047937064482879614,1.0729964637756348,0.011339380924401343,1.0522217750549316,1.0709733963012695,0.0,0.0,0.0,0.005552989557625167,0.0059074523987473655,63.96643668127158,1.0541739463806152,1.0541739463806152,0.0,1,13,50,0,0,1.062665343284607
2022-12-14,1.062665343284607,1.0669853687286377,1.0620108842849731,1.062665343284607,0.805502444178785,2022,12,2,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0614067316055298,0.005199352409198735,1.0619312882423402,0.003905034142990136,1.0623986542224884,0.0047937064482879614,1.0729964637756348,0.011339380924401343,1.0522217750549316,1.0709733963012695,0.00805502444178785,0.0,0.0,0.005552989557625167,0.0059074523987473655,63.96643668127158,1.058773453036944,1.0585829409269185,0.00019051211002540924,2,14,50,0,0,1.0676347017288208
2022-12-15,1.0676347017288208,1.0725586414337158,1.0607378482818604,1.0676347017288208,0.4676315526442209,2022,12,3,1.062665343284607,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0614067316055298,0.005199352409198735,1.0619312882423402,0.003905034142990136,1.0623986542224884,0.0047937064482879614,1.0729964637756348,0.011339380924401343,1.0522217750549316,1.0709733963012695,0.00467631552644221,0.0,0.0,0.005552989557625167,0.0059074523987473655,63.96643668127158,1.0622320004478611,1.0618351506975379,0.0003968497503232804,3,15,50,0,0,1.064056158065796
2022-12-16,1.064056158065796,1.0663254261016846,1.0599396228790283,1.064056158065796,-0.3351842776588398,2022,12,4,1.0676347017288208,1.062665343284607,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0614067316055298,0.005199352409198735,1.0619312882423402,0.003905034142990136,1.0623986542224884,0.0047937064482879614,1.0729964637756348,0.011339380924401343,1.0522217750549316,1.0709733963012695,-0.0033518427765883985,0.0,0.0,0.005552989557625167,0.0059074523987473655,63.96643668127158,1.0628078157189247,1.0624560473006146,0.0003517684183100833,4,16,50,0,0,1.05850350856781
2022-12-19,1.05850350856781,1.0659003257751465,1.0577198266983032,1.05850350856781,-0.5218380116402188,2022,12,0,1.064056158065796,1.0676347017288208,1.062665343284607,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0614067316055298,0.005199352409198735,1.0619312882423402,0.003905034142990136,1.0623986542224884,0.0047937064482879614,1.0729964637756348,0.011339380924401343,1.0522217750549316,1.0709733963012695,-0.005218380116402188,0.0,0.0,0.005552989557625167,0.0059074523987473655,63.96643668127158,1.06163835084946,1.0615394372658404,9.891358361957536e-05,0,19,51,1,0,1.0614584684371948
2022-12-20,1.0614584684371948,1.065552830696106,1.058066725730896,1.0614584684371948,0.2791639182550209,2022,12,1,1.05850350856781,1.064056158065796,1.0676347017288208,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0628636360168457,0.003361908095546799,1.0619312882423402,0.003905034142990136,1.0623986542224884,0.0047937064482879614,1.0729964637756348,0.011339380924401343,1.0522217750549316,1.0709733963012695,0.0027916391825502096,0.006910170832423068,0.0,0.005552989557625167,0.0059074523987473655,63.96643668127158,1.061594629959701,1.0615232198552471,7.141010445388396e-05,1,20,51,0,0,1.062699317932129
2022-12-21,1.062699317932129,1.0643506050109863,1.059703707695007,1.062699317932129,0.116900428215616,2022,12,2,1.0614584684371948,1.05850350856781,1.064056158065796,1.062665343284607,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0628704309463501,0.003361441422276456,1.0619312882423402,0.003905034142990136,1.0623986542224884,0.0047937064482879614,1.0729964637756348,0.011339380924401343,1.0522217750549316,1.0709733963012695,0.0011690042821561608,3.1971163581001605e-05,0.0,0.004168129002830994,0.0059074523987473655,63.96643668127158,1.0618411372157401,1.0617323828014897,0.00010875441425040044,2,21,51,0,0,1.0610079765319824
2022-12-22,1.0610079765319824,1.065745830535889,1.05840265750885,1.0610079765319824,-0.159155216495066,2022,12,3,1.062699317932129,1.0614584684371948,1.05850350856781,1.0676347017288208,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0615450859069824,0.0020727347111723676,1.0619312882423402,0.003905034142990136,1.0623986542224884,0.0047937064482879614,1.0729964637756348,0.011339380924401343,1.0522217750549316,1.0709733963012695,-0.0015915521649506603,-0.00620692188639782,0.0,0.00325838890641965,0.0059074523987473655,63.96643668127158,1.061667269422634,1.0616156630018976,5.1606420736316494e-05,3,22,51,0,0,1.060333013534546
2022-12-23,1.060333013534546,1.063117265701294,1.0587948560714722,1.060333013534546,-0.063615261370864,2022,12,4,1.0610079765319824,1.062699317932129,1.0614584684371948,1.064056158065796,1.062665343284607,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0608004570007323,0.0015472711252989388,1.0619312882423402,0.003905034142990136,1.0623986542224884,0.0047937064482879614,1.0729964637756348,0.011339380924401343,1.0522217750549316,1.0709733963012695,-0.0006361526137086404,-0.0034990113097205233,0.0,0.003037242969590638,0.0059074523987473655,63.96643668127158,1.0614033061178347,1.0614255461929132,-2.224007507845016e-05,4,23,51,0,0,1.0667804479599
2022-12-26,1.0667804479599,1.0637166500091553,1.060895323753357,1.0667804479599,0.6080575010922296,2022,12,0,1.060333013534546,1.0610079765319824,1.062699317932129,1.05850350856781,1.0676347017288208,1.0541739463806152,1.0541739463806152,1.0541739463806152,1.0624558448791503,0.0025670491994160562,1.0619312882423402,0.003905034142990136,1.0623986542224884,0.0047937064482879614,1.0729964637756348,0.011339380924401343,1.0522217750549316,1.0709733963012695,0.006080575010922296,0.007819472798242133,0.0,0.003035652400384619,0.0059074523987473655,63.96643668127158,1.06242227240711,1.0621644705191697,0.0002578018879402233,0,26,52,1,0,1.064022183418274
