Date,close
2022-12-12,1.0522217750549316
2022-12-13,1.0541739463806152
2022-12-14,1.062665343284607
2022-12-15,1.0676347017288208
2022-12-16,1.064056158065796
2022-12-19,1.05850350856781
2022-12-20,1.0614584684371948
2022-12-21,1.062699317932129
2022-12-22,1.0610079765319824
2022-12-23,1.060333013534546
2022-12-26,1.0667804479599
2022-12-27,1.064022183418274
2022-12-28,1.0637166500091553
2022-12-29,1.062925100326538
2022-12-30,1.066075325012207
2023-01-02,1.0709733963012695
2023-01-03,1.0677714347839355
2023-01-04,1.0546854734420776
2023-01-05,1.0606365203857422
2023-01-06,1.0522217750549316
2023-01-09,1.0656323432922363
2023-01-10,1.073318362236023
2023-01-11,1.0738946199417114
2023-01-12,1.0766000747680664
2023-01-13,1.0860239267349243
2023-01-16,1.082461953163147
2023-01-17,1.083012938499451
2023-01-18,1.0793308019638062
2023-01-19,1.0797853469848633
2023-01-20,1.083388328552246
2023-01-23,1.086507797241211
2023-01-24,1.0874292850494385
2023-01-25,1.088814616203308
2023-01-26,1.0922038555145264
2023-01-27,1.0894432067871094
2023-01-30,1.0871455669403076
2023-01-31,1.0850694179534912
2023-02-01,1.0860947370529177
2023-02-02,1.1012852191925049
2023-02-03,1.09051251411438
2023-02-06,1.079086184501648
2023-02-07,1.0730764865875244
2023-02-08,1.0729728937149048
2023-02-09,1.0715816020965576
2023-02-10,1.0742292404174805
2023-02-13,1.0677714347839355
2023-02-14,1.073041915893555
2023-02-15,1.0735719203948977
2023-02-16,1.0691757202148438
2023-02-17,1.0665756464004517
2023-02-20,1.0684444904327393
2023-02-21,1.068261981010437
2023-02-22,1.065200924873352
2023-02-23,1.0605803728103638
2023-02-24,1.0598047971725464
2023-02-27,1.055475831031799
2023-02-28,1.0611205101013184
2023-03-01,1.0577309131622314
2023-03-02,1.066894292831421
2023-03-03,1.0599732398986816
2023-03-06,1.0626201629638672
2023-03-07,1.0688328742980957
2023-03-08,1.05507493019104
2023-03-09,1.0549525022506714
2023-03-10,1.0584698915481567
2023-03-13,1.0683646202087402
2023-03-14,1.0725010633468628
2023-03-15,1.0727657079696655
2023-03-16,1.0583354234695437
2023-03-17,1.0614134073257446
2023-03-20,1.0678855180740356
2023-03-21,1.071914792060852
2023-03-22,1.0774236917495728
2023-03-23,1.0870392322540283
2023-03-24,1.0835057497024536
2023-03-27,1.077818512916565
2023-03-28,1.0807071924209597
2023-03-29,1.0839520692825315
2023-03-30,1.0843634605407717
2023-03-31,1.0904649496078491
2023-04-03,1.080333590507507
2023-04-04,1.091226577758789
2023-04-05,1.0960105657577517
2023-04-06,1.090334177017212
2023-04-07,1.0920130014419556
2023-04-10,1.0913575887680054
2023-04-11,1.086932897567749
2023-04-12,1.0917507410049438
2023-04-13,1.0999890565872192
2023-04-14,1.1054610013961792
2023-04-17,1.098659634590149
2023-04-18,1.0925379991531372
2023-04-19,1.0975382328033447
2023-04-20,1.095218300819397
2023-04-21,1.0970927476882937
2023-04-24,1.0992271900177002
2023-04-25,1.1059499979019165
2023-04-26,1.0978394746780396
2023-04-27,1.1047282218933103
2023-04-28,1.1032048463821411
2023-05-01,1.1010911464691162
2023-05-02,1.0969241857528689
2023-05-03,1.1010911464691162
