Date,Close,High,Low,Open,Volume
2025-12-30,1.1772878170013428,1.1781338453292847,1.1746188402175903,1.1773016452789307,0
2025-12-31,1.1749500036239624,1.1761938333511353,1.172333002090454,1.1749500036239624,0
